,Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Latitude,Longitude
728,Jimo,"North Indian,Jain,Kebabs,Biryani,Beverages",4.4,300,Khamla,Wardha Road,"new sneh nagar, wardha road, nagpur",False,21.1137775,79.070792
729,JIMO EXPRESS,"Thalis,Beverages",,300,Wardha Road,Wardha Road,PLOT NO 36 NEW SNEHA NAGAR WARDHA ROAD NAGPUR NAGPUR URBAN NAGPUR 1 MAHARASHTRA-440015,False,21.1137775,79.070792
730,Temptation,"Fast Food,Pizzas,Beverages,Continental,Pastas",,200,Wardhaman Nagar,opposite poonam mall.wardhaman nagar,"shop no 3,shantinath apartment,opposite poonam mall.wardhaman nagar,nagpur-440008",True,,
731,sukoon,Beverages,,150,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO 23 NEW SHBHEDAR LAYOUT NAGPUR, Zone no.3 -Neharunagar, Nagpur (Urban), Nagpur, Maharashtra-440024",True,21.1205917,79.11011712375097
732,FAMILY HOME KITCHEN PURE VEG,"North Indian,Snacks,Chaat",,250,Nandanvan,Nandanvan,"Plot no - 117 Intak kamgar Nagar , near Ramna Maroti mandir Road , new Nandanvan , Nagpur urban , Nagpur-1 (Maharashtra) -440009",False,21.1375622,79.1226825
733,Food Scorpion,"North Indian,Biryani",,250,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2, MANEWADA ROAD, NAGPUR 440024",False,21.1205917,79.11011712375097
734,Sam s PIZZA,Pizzas,,250,Nandanvan,Nandanvan,"I\IEERA MAHAL / JAY YOGESH,]OSHI,SHREE YOG SADHANA, PLOT NO.393, HIWARI,NAGAR,JAI BHII\,4 CHOWK, NAGPUR.,,N a g pu r-1, l\il a ha rashtra-440008",False,21.1375622,79.1226825
735,Jeenis Wish Kitchen,Indian,,500,Pratap Nagar,Pratap Nagar,"208 Sindhi Colony Khamla, Zone no.1 - Laxminagar, Nagpur urban, Nagpur-1,  Maharashtra - 440025",False,21.1137148,79.0567838
736,Rupa Tiffin Service,"Maharashtrian,North Indian",,150,Pratap Nagar,Pratap Nagar,"170a bansilal appt, pandey layout khamla Nagpur maharashtra 440025",True,21.1137148,79.0567838
737,The Mocktail Cafe,"Beverages,Snacks,Pizzas,American",,300,Sadar,Sadar,"1563/A/701, Plot no 245, Siddharth Nagar Teka, Near The Golden Tattoo Studio, Nagpur (Urban),Nagpur, Maharashtra, 440017",False,21.1592054,79.0795595
738,Divine Kitchen,"North Indian,Biryani,Continental,Snacks,Chinese,Desserts",3.0,300,Narendra Nagar,Narendra nagar,"Plot no 14/ A1,  Laxmi Niwas,  Borkute Layout, Narendra nagar,  nagpur-15",False,21.1066763,79.0783769
739,THE VEG ROLLS,Snacks,,200,Wardhaman Nagar,Hiwari layout,"Temptation, shop No 3, Shantinath Apartment, Opposite Poonam Mall, Wardhaman Nagar, Nagpur 440008",False,,
740,Rolls & Chinese Corner,"Biryani,Indian,Tandoor,Italian,Chinese,Snacks,Continental,Pizzas",,250,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2, MANEWADA ROAD, NAGPUR",False,21.1205917,79.11011712375097
741,Nitro Hub,"Pizzas,Chinese,American,Fast Food,Beverages",,250,Sadar,Sadar,"Plot No. 336, Kasturba nagar, Jaripatka, Nagpur  440014",False,21.1592054,79.0795595
742,Dragon Chinese,"Chinese,Indian,Fast Food,Snacks",3.0,400,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO. 36, MAHALAXMI NAGAR, NAGPUR , Zone no.3 -Neharunagar , Nagpur urban, Nagpur-1, Maharashtra-440024",False,21.1205917,79.11011712375097
743,New Phalguni Cake Shop,Bakery,4.1,500,Shashtri Nagar,Wardhaman Nagar,"Usha Apartment, Central Avenue Road, Wardhaman Nagar, Nagpur",True,,
744,House of Tadka,"North Indian,Chinese,Continental,Snacks,Biryani,Desserts",,300,Narendra Nagar,Narendra nagar,"Plot no 14/ A1,  Laxmi Niwas,  Borkute Layout, Narendra nagar,  nagpur-15",False,21.1066763,79.0783769
745,Supreme Chinese,"Chinese,Fast Food,Biryani",,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpur, Maharashtra -  440024",False,21.1205917,79.11011712375097
746,The Roll Factory,"Chinese,Fast Food",,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpur, Maharashtra -  440024",False,21.1205917,79.11011712375097
747,The Music Cafe,"Pizzas,Snacks,Beverages,American",3.4,200,Wardhaman nagar,Padole Nagar,"370/180, Padole Nagar, Wardhaman Nagar, Nandanvan, Nagpur",False,21.123285199999998,79.05092232085454
748,Green Chilli Family Saoji Restaurant,"North Indian,Snacks",,150,Wardha Road,Wardha Road,PLOT NO 12 AZAD HIND NAGAR B/H REDISSON BLU NAGPUR 440015,False,21.1137775,79.070792
749,SPOT SEVEN FOOD CAFE,"Cafe,Chinese,Pizzas,Fast Food,Snacks",,200,Sadar,Sadar,FLAT NO GF 01 RAI GALAXY TEKA NAKA ZONE NO 9 ASINAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,False,21.1592054,79.0795595
750,TEMPERATURE FOOD HOUSE,"Chinese,Snacks,Tandoor,American",,250,Nandanvan,Nandanvan,PLOT NO 48 ISHWAR NAGAR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,21.1375622,79.1226825
751,Maharashtrian Roti.com,Maharashtrian,3.8,250,Khamla,"45Old Sneh Nagar ,Wardha Road","45Old Sneh Nagar ,Wardha Road nagpur",True,,
752,Only 4 You Cafe And Restro,"South Indian,Beverages,Snacks,Punjabi",,200,Wardha Road,Wardha Road,"PLOT NO.20, NEAR SHATABDI SQUARE, BEHIND BULLET BAR, OPP. MRF TYRE, MANEWADA RING ROAD, NAGPUR 440027",False,21.1137775,79.070792
753,Parimal Restaurant,North Indian,,700,Narendra Nagar,suyog nagar,"43-C, Saket Nagar, Near Suyog Nagar Square, Dhantoli, Nagpur",False,21.1066473,79.0835125
754,Urban Nukkad,"Thalis,Indian,Fast Food",,200,Pratap Nagar,Pratap Nagar,"SHOP  NO  101,102  GOKUL  GOPALENCLUVE, GOPAL NAGAR NAGPUR - 440022",False,21.1137148,79.0567838
755,MUMKINS ENTREE,"Indian,Chinese,Tandoor",,500,Pratap Nagar,Pratap Nagar,"SHOP NO. 1,2, PLOT NO.24, MATE CHOWK, GOPAL NAGAR, NAGPUR, NAGPUR- 1, MAHARASHTRA-SHOP NO. 1,2, PLOT NO.24, MATE CHOWK, GOPAL NAGAR, NAGPUR, NAGPUR- 1, MAHARASHTRA-440022",False,21.1137148,79.0567838
756,JD'S CAKE & CHOCOLATE,Bakery,,500,Gandhibagh,Gandhibagh,JDS CAKE AND CHOCOLATES SHANTI NAGAR COLONY NEAR NIT GARDEN NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,21.1543273,79.1058527
757,PIZZA N CAFE,"Pizzas,Fast Food,Snacks",,200,Omkar nagar,OMKAR NAGAR CHOWK,OMKAR NAGAR CHOWK OMKAR NAGAR ROAD NAGPUR-440027,False,,
758,Kirti restaurant,"Indian,North Indian,Seafood,Snacks,Chinese",,350,Matey Chowk,Matye Chowk,PLOT NO 27 A CEMENT ROAD MATE CHOWK PRATAP NAGAR NAGPUR NAGPUR URBAN NAGPUR MAHARASHTRA,False,,
759,AARYAS KITCHEN,South Indian,,100,Dharampeth,Dharampeth,NEW FUTALA AMRAVATI ROAD NEAR UNIVERSITY CAMPUS ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR MAHARASHTRA 440033,True,21.1409684,79.0624344
760,MB's SHAKES AND BURGERS,Fast Food,,298,Dharampeth,Dharampeth,PLOT 9 OPP OF VISHAL PETROL PUMP MATE SQUARE NAGPUR,False,21.1409684,79.0624344
761,Kesariya Sweets & Restaurant,"South Indian,Snacks,Indian,Beverages",,300,Pratap Nagar,Pratap Nagar,"HOUSE NO. 3854, MAIN ROAD, SINDHI COLONY, KHAMLA, NAGPUR, Nagpur (Urban), Nagpur, Maharashtra-440025",False,21.1137148,79.0567838
762,MOMO GENIE,Chinese,,500,Manish Nagar,Manish Nagar,"PLOT NO. 58, SUYOG NAGAR, NARENDRA  NAGAR ROAD, Zone no.9-Asinagar,  Nagpur (Urban), Nagpur, Maharashtra -  440015",False,21.1236132,79.0855402
763,HAVMOR ICE CREAM (UNM ENTERPRISE),"Ice Cream,Beverages",,150,Gittikhadan,MANKAPUR,"1248D, OPPOSITE ALEXIS HOSPITAL, NEAR SAFEWAY MOTORS, MANKAPUR, NAGPUR-440030",False,21.1877458,79.0790793
764,Ds Best Kitchen,"North Indian,Fast Food,Thalis",,300,Nandanvan,Nandanvan,"QTR NO. E/154, GAJANAN MAHARAJ MANDIR JAWAL, DARSHAN COLONY, K.D.K COLLEGE CHOWK, NANDANVAN, ZONE NO.5-HANUMANNAGAR, NAGPUR (URBAN), NAGPUR, MAHARASHTRA - 440009",False,21.1375622,79.1226825
765,N-Hide Cloud Cafe,"Fast Food,Italian-American,Beverages",,250,Ayodhya Nagar,Ayodhya Nagar,"62 CHANDRA NAGAR, BHAGWAN NAGAR  NAGPUR, Zone no.5-Hanumannagar,  Nagpur (Urban), Nagpur, Maharashtra -  440027",False,21.1205917,79.11011712375097
766,Bhagat's Kitchen,"North Indian,Chinese,Maharashtrian,Snacks",,300,Nandanvan,Nandanvan,"542H+P7V, Lakadganj, Nagpur, Maharashtra 440008, India",True,21.1375622,79.1226825
767,BHAVESH SAOJI KITCHEN,"North Indian,Biryani,Thalis",,500,Sadar,Sadar,104/3/A PENSION NAGAR POLICE LINE TAKLI RAMDEVBABA COLLEGE ROAD KATOL ROAD NAGPUR ZONE NO 10 MANGALWARI NAGPUR URBAN NAGPUR MAHARASHTRA,False,21.1592054,79.0795595
768,OHO MOMO,Chinese,,250,Pratap Nagar,Pratap Nagar,"Taobao store Shop no 1,,khamla Ring Rd,,urvela colony, Tatya Tope Nagar, Pratap Nagar, Nagpur, Maharashtra 440020, India",False,21.1137148,79.0567838
769,MONA'S KITCHEN,"Indian,Chinese",,200,Laxminagar,Dharampeth,"PLOT NO1   AMBAZARI   ROAD   SHARDHANANDPETH   NAGPUR, -   440022",False,21.1409684,79.0624344
770,MY CHOICE MY FOOD,"Maharashtrian,Indian,Snacks,Biryani",,200,Sadar,Sadar,"PLOT NO 47,TATHAGAT COLONY,JARIPATKA,ZONE NO 9 ASINAGAR,NAGPUR,MAHARASHTRA",False,21.1592054,79.0795595
771,Dessert Zone,"Ice Cream,Desserts,Bakery",,200,Ayodhya Nagar,Ayodhya Nagar,"36, MAHALAXMI NAGAR NO. 2,  MANEWADA ROAD, NAGPUR, Nagpur  Muncipal Corporation Zone 03  Hanumannagar, Nagpu",False,21.1205917,79.11011712375097
772,Misal Darbar,Maharashtrian,,300,Pratap Nagar,Pratap Nagar,PLOT NO 25 KAILSASH GRUH NIRMAN SOCIETY NEAR PETROL PUMP MATE CHOWK NAGPUR ZONE NO-1-LAXMINAGAR NAGPUR URBAN NAGPUR-1 MAHARASHTRA-440012,True,21.1137148,79.0567838
773,Simply Veg,"Fast Food,North Indian",,300,Wardha Road,Wardha Road,"Flat#101, Plot#107A, Sai Meridian Apartment, Pandey Layout, Khamla, Nagpur-440025",False,21.1137775,79.070792
774,CHOUDHARY RESTAURANT,"Snacks,Chinese,South Indian",,200,Nandanvan,Nandanvan,"PLOT NO. 126, VENKATESH NAGAR, KDK COLLAGE ROAD , NANDANWAN, NAGPUR, Zone no.5- Hanumannagar , Nagpur ( Urban ), Nagpur , Maharashtra - 440009",True,21.1375622,79.1226825
775,SOUTH INDIAN SNACKS,South Indian,,100,Dharampeth,Dharampeth,NEW FUTALA AMRAVATI ROAD NEAR UNIVERSITY CAMPUS ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR MAHARASHTRA 440033,True,21.1409684,79.0624344
776,fusion cafe and outlet,"Italian-American,Snacks,Fast Food",,200,Manish Nagar,Manish Nagar,"SHOP NO: G SH-3, WAJRESHWAR APT, RING ROAD, NARENDRA NAGAR, Nagpur urban, Nagpur-1 (Maharashtra), - 440015",False,21.1236132,79.0855402
777,Cafe Freezing Point,"Beverages,Ice Cream",,150,Pratap Nagar,"Naresh Society, Near Ganesh Mandir","10, Naresh Society, Near Ganesh Mandir, Pratap Nagar, Nagpur",False,,
778,Foodway,"Indian,North Indian",,200,Ayodhya Nagar,Ayodhya Nagar,"Plot 620, lane 04, ahuja nagar, jaripatka, nagpur",False,21.1205917,79.11011712375097
